title,abstract,subjects,publisher,uri,doi,language,search_text
Persuasionsstile in Europa II,"Persuasionsstile in Europa ist der Name eines seit 2011 laufenden Projekts, an dem eine Gruppe von Forschern unterschiedlicher Disziplinen (Germanisten, Romanisten, Anglisten, Medienforscher, Computerlinguisten) aus acht europäischen Ländern arbeitet. Im Mittelpunkt steht die Analyse von Zeitungskommentaren.",,Georg Olms Verlag,https://directory.doabooks.org/handle/20.500.12854/96421,,ger,"Title: Persuasionsstile in Europa II. Abstract: Persuasionsstile in Europa ist der Name eines seit 2011 laufenden Projekts, an dem eine Gruppe von Forschern unterschiedlicher Disziplinen (Germanisten, Romanisten, Anglisten, Medienforscher, Computerlinguisten) aus acht europäischen Ländern arbeitet. Im Mittelpunkt steht die Analyse von Zeitungskommentaren.. Subjects: "
Qualitaetssicherung und Patientennutzen,"Dieser Band der Bad Orber Gespräche 2008 enthält die erweiterten Referate eines interdisziplinären Workshops zum Thema Qualitätssicherung und Patientennutzen. Vertreter der Ärztekammer, der Zahnärztekammer, der Kassenärztlichen Vereinigungen, der Krankenhausträger, der pharmazeutischen Industrie, der Apotheker, der Krankenkassen und der Wissenschaft erörtern den derzeitigen Stand, bestehende Defizite und Gestaltungsoptionen der Qualitätssicherung im Gesundheitswesen zum Wohle der Patienten.",,Peter Lang International Academic Publishers,https://directory.doabooks.org/handle/20.500.12854/26368,10.3726/b14056,ger,"Title: Qualitaetssicherung und Patientennutzen. Abstract: Dieser Band der Bad Orber Gespräche 2008 enthält die erweiterten Referate eines interdisziplinären Workshops zum Thema Qualitätssicherung und Patientennutzen. Vertreter der Ärztekammer, der Zahnärztekammer, der Kassenärztlichen Vereinigungen, der Krankenhausträger, der pharmazeutischen Industrie, der Apotheker, der Krankenkassen und der Wissenschaft erörtern den derzeitigen Stand, bestehende Defizite und Gestaltungsoptionen der Qualitätssicherung im Gesundheitswesen zum Wohle der Patienten.. Subjects: "
Reflections on Bioethics,"The book Reflections on Bioethics is an effort that brings together works grouped into five sections: 'Bioethics and Health', 'Bioethics and Education', 'Bioethics and Technology', 'Bioethics in the Use of Experimental Animals',and 'Selected Topics of Bioethics'. In each of these sections, the fundamental concepts of bioethics and their relationship with each of these branches of knowledge are covered. The purpose is to give the reader a specific document of topics, it is not intended to be a treaty because the study of any of the five sections is very broad. However, this is an effort that manages to combine in interdisciplinary subjects that are fundamental for professionals of all fields of knowledge.",,IntechOpen,https://directory.doabooks.org/handle/20.500.12854/130099,10.5772/intechopen.71309,eng,"Title: Reflections on Bioethics. Abstract: The book Reflections on Bioethics is an effort that brings together works grouped into five sections: 'Bioethics and Health', 'Bioethics and Education', 'Bioethics and Technology', 'Bioethics in the Use of Experimental Animals',and 'Selected Topics of Bioethics'. In each of these sections, the fundamental concepts of bioethics and their relationship with each of these branches of knowledge are covered. The purpose is to give the reader a specific document of topics, it is not intended to be a treaty because the study of any of the five sections is very broad. However, this is an effort that manages to combine in interdisciplinary subjects that are fundamental for professionals of all fields of knowledge.. Subjects: "
Environmental and ecological readings,"The global risks posed by our industrial and post-industrial societies have brought environmental issues to the forefront of reflections and preoccupations in the postmodern world. One critical – and crucial – outcome of this state of affairs is the realization that artistic and literary representations of Nature and the environment need to be studied ever more closely if we are to adequately understand our relationship with our habitat and the impact we have had, and continue to have, on our planet. This volume features seventeen articles from French and international scholars covering a wide range of genres, from eighteenth-century travel writers to contemporary poets, playwrights and novelists. The essays consider Nature and the environment in their relationship to men and women and question how mankind is set to evolve in a contemporary world that is increasingly perceived as posthuman. They show how these concepts have affected Scottish authors and literature produced in Scotland. Presented chronologically, the essays highlight how each of the authors featured may have influenced the ensuing literary tradition. While the first section focuses on eighteenth and nineteenth century Scottish poets, novelists, artists or travel-writers, the second turns its attention to twentieth and twenty-first century authors, with an emphasis on modern and postmodern considerations, including the future of the human species from a posthuman perspective. The collection is particularly noteworthy for its showcasing of previously unpublished material and stands as a significant contribution to arts research in ecocriticism and in the Scottish artistic and literary fields.",,Presses universitaires de Franche-Comté,https://directory.doabooks.org/handle/20.500.12854/86194,10.4000/books.pufc.8988,eng,"Title: Environmental and ecological readings. Abstract: The global risks posed by our industrial and post-industrial societies have brought environmental issues to the forefront of reflections and preoccupations in the postmodern world. One critical – and crucial – outcome of this state of affairs is the realization that artistic and literary representations of Nature and the environment need to be studied ever more closely if we are to adequately understand our relationship with our habitat and the impact we have had, and continue to have, on our planet. This volume features seventeen articles from French and international scholars covering a wide range of genres, from eighteenth-century travel writers to contemporary poets, playwrights and novelists. The essays consider Nature and the environment in their relationship to men and women and question how mankind is set to evolve in a contemporary world that is increasingly perceived as posthuman. They show how these concepts have affected Scottish authors and literature produced in Scotland. Presented chronologically, the essays highlight how each of the authors featured may have influenced the ensuing literary tradition. While the first section focuses on eighteenth and nineteenth century Scottish poets, novelists, artists or travel-writers, the second turns its attention to twentieth and twenty-first century authors, with an emphasis on modern and postmodern considerations, including the future of the human species from a posthuman perspective. The collection is particularly noteworthy for its showcasing of previously unpublished material and stands as a significant contribution to arts research in ecocriticism and in the Scottish artistic and literary fields.. Subjects: "
Chapter Gaiola Underwater Park: small-scale fisheries monitoring and mitigation of illegal fishing within the FEAMP project,"This work aims to show the results obtained with the FEAMP Project, realized under the measure 1.40, in particular, results and data concerning the third target of the project: “Mitigation and fishing effort”. The study was conducted alongside the coastal sector of the city of Naples, with special attention to the coastal area within the Marine Protected Area Gaiola Underwater Park and the SAC IT8030041- Gaiola and Nisida Seabeds. The project involved small-scale fishermen, members of the two cooperatives of the Naples fleet. Data on fishing effort and fishing areas were collected, in relation to the different types of fishing gear used. Data were gathered from August to October 2023, by monitoring the catch at landings. The data were related to the trends concerning illegal fishing within the MPA, showing the benefits on the catch for the small-scale fisheries due to the activities of protection carried out in the MPA.",,Firenze University Press,https://directory.doabooks.org/handle/20.500.12854/163516,10.36253/979-12-215-0556-6.33,eng,"Title: Chapter Gaiola Underwater Park: small-scale fisheries monitoring and mitigation of illegal fishing within the FEAMP project. Abstract: This work aims to show the results obtained with the FEAMP Project, realized under the measure 1.40, in particular, results and data concerning the third target of the project: “Mitigation and fishing effort”. The study was conducted alongside the coastal sector of the city of Naples, with special attention to the coastal area within the Marine Protected Area Gaiola Underwater Park and the SAC IT8030041- Gaiola and Nisida Seabeds. The project involved small-scale fishermen, members of the two cooperatives of the Naples fleet. Data on fishing effort and fishing areas were collected, in relation to the different types of fishing gear used. Data were gathered from August to October 2023, by monitoring the catch at landings. The data were related to the trends concerning illegal fishing within the MPA, showing the benefits on the catch for the small-scale fisheries due to the activities of protection carried out in the MPA.. Subjects: "
Normative Konstituenzien der Demokratie,"Democracies are coming under increasing pressure. In the process, the meaning of democracy itself has become the subject of debate. What normative conditions are essential for democracy? And how can we better realize these conditions? This volume brings together responses from relevant representatives of philosophy, political science, and law.",,De Gruyter,https://directory.doabooks.org/handle/20.500.12854/138948,10.1515/9783111118147,ger,"Title: Normative Konstituenzien der Demokratie. Abstract: Democracies are coming under increasing pressure. In the process, the meaning of democracy itself has become the subject of debate. What normative conditions are essential for democracy? And how can we better realize these conditions? This volume brings together responses from relevant representatives of philosophy, political science, and law.. Subjects: "
Chapter Meccanizzazione della produzione e pratiche di riutilizzo. Una nota archeologica,The author points out some reflections on hydraulic machines for the production of semi-finished wood and stone products between antiquity and the Middle Ages. Particular emphasis is placed on the role that stone cutting machines had in some cities of the Near East in the treatment of precious materials removed from ancient monuments for the creation of the large mosaic coverings of churches.,,Firenze University Press,https://directory.doabooks.org/handle/20.500.12854/150650,10.36253/979-12-215-0376-0.41,ita,Title: Chapter Meccanizzazione della produzione e pratiche di riutilizzo. Una nota archeologica. Abstract: The author points out some reflections on hydraulic machines for the production of semi-finished wood and stone products between antiquity and the Middle Ages. Particular emphasis is placed on the role that stone cutting machines had in some cities of the Near East in the treatment of precious materials removed from ancient monuments for the creation of the large mosaic coverings of churches.. Subjects: 
"Paris, New-York : des migrants italiens",,,CNRS Éditions,https://directory.doabooks.org/handle/20.500.12854/84867,10.4000/books.editionscnrs.33773,fre,"Title: Paris, New-York : des migrants italiens. Abstract: . Subjects: "
Realtà e memoria di una disfatta,"Realtà e memoria di una disfatta does not address either the causes of the Six Day War or the consequences that the military conflict had for Israelis and Palestinians, about which much has been written. It focuses instead on the impact of the war on Arab countries, and the weighty legacy left by the defeat of 1967, which has been much less studied. There are several references to this in the short essay by Samir Kassir, L'infelicità araba, published posthumously in Italy in 2006. In his analysis, Kassir warns against falling into the dual trap that has ensnared the Arab world for the last forty years: on the one hand the Orientalist reading that lays the blame on Islam for the delayed modernisation of this part of the world, and on the other the temptation to heap responsibility for all evils on the West. To avoid this risk, as Kassir sees it, the Arabs have to take their destiny into their own hands, shrugging off victimism and coming to terms with modernity.",,Firenze University Press,https://directory.doabooks.org/handle/20.500.12854/82378,10.36253/978-88-8453-952-6,ita,"Title: Realtà e memoria di una disfatta. Abstract: Realtà e memoria di una disfatta does not address either the causes of the Six Day War or the consequences that the military conflict had for Israelis and Palestinians, about which much has been written. It focuses instead on the impact of the war on Arab countries, and the weighty legacy left by the defeat of 1967, which has been much less studied. There are several references to this in the short essay by Samir Kassir, L'infelicità araba, published posthumously in Italy in 2006. In his analysis, Kassir warns against falling into the dual trap that has ensnared the Arab world for the last forty years: on the one hand the Orientalist reading that lays the blame on Islam for the delayed modernisation of this part of the world, and on the other the temptation to heap responsibility for all evils on the West. To avoid this risk, as Kassir sees it, the Arabs have to take their destiny into their own hands, shrugging off victimism and coming to terms with modernity.. Subjects: "
Pedagogia e didática com as tecnologias digitais no ensino superior,"This publication was the result of the communications and debates at the First Luso-Brazilian Seminar: Pedagogy, Online Learning and Digital Technologies in Higher Education, carried out by the Group of educational policies and educational dynamics (GRUPOEDE) of the Center for Interdisciplinary Studies of the 20th Century (CEIS20). by the Mobile Research Unit in Local Studies (ELO) of the Open University and by the Porto Delegation of the same University, which was held in Coimbra in May 2017. This meeting was a space for the exchange of experiences and reflection around the emerging learning environments, based on digital technologies in the context of higher education. Starting from distance or face-to-face teaching, the various chapters discuss the impact of digital learning on the construction of teaching processes, the construction of a differentiated didactics, the emergence of new educational paradigms, but above all, they seek to map ways of innovation that are being built and consolidated in Portugal and Brazil.",,Coimbra University Press,https://directory.doabooks.org/handle/20.500.12854/55887,10.14195/978-989-26-1716-9,por,"Title: Pedagogia e didática com as tecnologias digitais no ensino superior. Abstract: This publication was the result of the communications and debates at the First Luso-Brazilian Seminar: Pedagogy, Online Learning and Digital Technologies in Higher Education, carried out by the Group of educational policies and educational dynamics (GRUPOEDE) of the Center for Interdisciplinary Studies of the 20th Century (CEIS20). by the Mobile Research Unit in Local Studies (ELO) of the Open University and by the Porto Delegation of the same University, which was held in Coimbra in May 2017. This meeting was a space for the exchange of experiences and reflection around the emerging learning environments, based on digital technologies in the context of higher education. Starting from distance or face-to-face teaching, the various chapters discuss the impact of digital learning on the construction of teaching processes, the construction of a differentiated didactics, the emergence of new educational paradigms, but above all, they seek to map ways of innovation that are being built and consolidated in Portugal and Brazil.. Subjects: "
How Local Art Made Australia’s National Capital,"Canberra’s dual status as national capital and local city dramatically affected the rise of a unique contemporary arts scene. This complex story, informed by rich archival material and interviews, details the triumph of local arts practice and community over the insistent cultural nation-building of Australia’s capital. It exposes local arts as a vital force in Canberra’s development and uncovers the influence of women in the growth of its visual arts culture. A broad illumination of the city-wide development of arts and culture from the 1920s to 2001 is combined with the story of Bitumen River Gallery and its successor Canberra Contemporary Art Space from 1978 to 2001. This history traces the growth of the arts from a community-led endeavour, through a period of responses to social and cultural needs, and ultimately to a humanising local practice that transcended national and international boundaries.",,ANU Press,https://directory.doabooks.org/handle/20.500.12854/35738,10.22459/HLAMANC.2020,eng,"Title: How Local Art Made Australia’s National Capital. Abstract: Canberra’s dual status as national capital and local city dramatically affected the rise of a unique contemporary arts scene. This complex story, informed by rich archival material and interviews, details the triumph of local arts practice and community over the insistent cultural nation-building of Australia’s capital. It exposes local arts as a vital force in Canberra’s development and uncovers the influence of women in the growth of its visual arts culture. A broad illumination of the city-wide development of arts and culture from the 1920s to 2001 is combined with the story of Bitumen River Gallery and its successor Canberra Contemporary Art Space from 1978 to 2001. This history traces the growth of the arts from a community-led endeavour, through a period of responses to social and cultural needs, and ultimately to a humanising local practice that transcended national and international boundaries.. Subjects: "
Community Paralegals and the Pursuit of Justice,"The United Nations estimates that four billion people worldwide lack access to justice. This book is essential for anyone who wants to change that: lawyers, researchers, policy-makers, and activists. Community paralegals demystify law and empower people to advocate for themselves. In the fight to bring justice everywhere, they are the frontline. This title is also available as Open Access.",,Cambridge University Press,https://directory.doabooks.org/handle/20.500.12854/90828,10.1017/9781316671801,eng,"Title: Community Paralegals and the Pursuit of Justice. Abstract: The United Nations estimates that four billion people worldwide lack access to justice. This book is essential for anyone who wants to change that: lawyers, researchers, policy-makers, and activists. Community paralegals demystify law and empower people to advocate for themselves. In the fight to bring justice everywhere, they are the frontline. This title is also available as Open Access.. Subjects: "
Being in Shadow and Light,"Academia and its citizens, during periods of political violence and social conflict, are often overlooked. When attention is given, the focus tends to be on student activism, access to higher education, or curriculum development. The experiences of academics affected by conflict remain under-researched, despite the crucial role they play as educators and in generating, documenting, preserving and challenging knowledges. This is particularly concerning given that academics have−and continue to be−at risk as targets of sanction, persecution and oppression. This edited volume seeks to address this gap by exploring, and evoking, the complexities of academic subjectivity, place and practice in contexts where intellectual and state authority are contested or in transition. It features contributions by academics, artists and memory activists who have stepped bravely outside of the parameters of their disciplines, with modes of enquiry and representation that include conversations, vignettes and case studies, critical ethnographies, oral life histories, interviews, poetry and collage. Within the ten chapters are consideration of conflicts within Argentina, Brazil, Colombia, England, Mexico, Nigeria, Northern Ireland, Palestine, South Africa, Sri Lanka, Syria and Venezuela. Being in Shadow and Light encourages a deeper understanding of academics’ navigation of these difficult conditions. The authors’ insider-outsider positioning brings forth the richness of ways through dilemmas−of omission, trauma, displacement, inheritance, injustice, distortion, desire. Grounding the many social, cultural, economic, and epistemic politics within academia, troubles the enclosure of ‘conflict’ in politics at the grand level, as if only within the realm of interest for state and international actors. Against sanitising the uncertainties and particularities of being an academic figure, the authors reflect on the states and sites of conflict as spaces which shape living. This work is a call to recognize, document and study the often-overlooked subjectivities and contributions of academics thinking and practicing within societies undergoing conflict(s) and in their aftermath. As such, it will be of interest to academics, students and staff working within universities, as well audiences interested in intellectuals and institutions in contexts undergoing change.",,Open Book Publishers,https://directory.doabooks.org/handle/20.500.12854/151282,10.11647/OBP.0427,eng,"Title: Being in Shadow and Light. Abstract: Academia and its citizens, during periods of political violence and social conflict, are often overlooked. When attention is given, the focus tends to be on student activism, access to higher education, or curriculum development. The experiences of academics affected by conflict remain under-researched, despite the crucial role they play as educators and in generating, documenting, preserving and challenging knowledges. This is particularly concerning given that academics have−and continue to be−at risk as targets of sanction, persecution and oppression. This edited volume seeks to address this gap by exploring, and evoking, the complexities of academic subjectivity, place and practice in contexts where intellectual and state authority are contested or in transition. It features contributions by academics, artists and memory activists who have stepped bravely outside of the parameters of their disciplines, with modes of enquiry and representation that include conversations, vignettes and case studies, critical ethnographies, oral life histories, interviews, poetry and collage. Within the ten chapters are consideration of conflicts within Argentina, Brazil, Colombia, England, Mexico, Nigeria, Northern Ireland, Palestine, South Africa, Sri Lanka, Syria and Venezuela. Being in Shadow and Light encourages a deeper understanding of academics’ navigation of these difficult conditions. The authors’ insider-outsider positioning brings forth the richness of ways through dilemmas−of omission, trauma, displacement, inheritance, injustice, distortion, desire. Grounding the many social, cultural, economic, and epistemic politics within academia, troubles the enclosure of ‘conflict’ in politics at the grand level, as if only within the realm of interest for state and international actors. Against sanitising the uncertainties and particularities of being an academic figure, the authors reflect on the states and sites of conflict as spaces which shape living. This work is a call to recognize, document and study the often-overlooked subjectivities and contributions of academics thinking and practicing within societies undergoing conflict(s) and in their aftermath. As such, it will be of interest to academics, students and staff working within universities, as well audiences interested in intellectuals and institutions in contexts undergoing change.. Subjects: "
Transitional Justice between Consolidated Democracies,"This theoretical study examines the Korean ‘comfort women’ dispute and its impact on diplomatic relations between Japan and the Republic of Korea to explore how the pool of transitional justice can be exploited for diplomatic reconciliation. Korean ‘comfort women’ refers to the more than two hundred thousand Korean girls and women forcibly recruited as sexual slaves for the Japanese Imperial Army during the Second World War. The main research question guiding this paper is how can measures of transitional justice (TJ) contribute to a long-term reconciliation of diplomatic bilateral relations between Japan and the Republic of Korea. This case study demonstrates how TJ can transcend its traditional definitions and be adapted in diverse contexts for various scopes. It seeks to challenge and reinterpret the current literature on TJ by extending its normative purposes beyond conflict prevention and democratisation. Through the Japan-Republic of Korea example, the research uses TJ revelatory measures of truth-telling and collective memory to normalise unsettled interstate diplomatic relations between two consolidated democracies. Using a sociological and historical perspective, this work is an attempt to explore a novel application of TJ, contributing to the scholarly debate by demonstrating the enormous potential of TJ to be remodelled to non-transitioning and non-conflicting contexts that have yet to address historical legacies of past atrocities.We extend our heartfelt thanks to the Vahabzadeh Foundation for financially supporting the publication of best works by young researchers of the Graduate Institute, giving a priority to those who have been awarded academic prizes for their master’s dissertations.",,Graduate Institute Publications,https://directory.doabooks.org/handle/20.500.12854/153766,10.4000/132hs,eng,"Title: Transitional Justice between Consolidated Democracies. Abstract: This theoretical study examines the Korean ‘comfort women’ dispute and its impact on diplomatic relations between Japan and the Republic of Korea to explore how the pool of transitional justice can be exploited for diplomatic reconciliation. Korean ‘comfort women’ refers to the more than two hundred thousand Korean girls and women forcibly recruited as sexual slaves for the Japanese Imperial Army during the Second World War. The main research question guiding this paper is how can measures of transitional justice (TJ) contribute to a long-term reconciliation of diplomatic bilateral relations between Japan and the Republic of Korea. This case study demonstrates how TJ can transcend its traditional definitions and be adapted in diverse contexts for various scopes. It seeks to challenge and reinterpret the current literature on TJ by extending its normative purposes beyond conflict prevention and democratisation. Through the Japan-Republic of Korea example, the research uses TJ revelatory measures of truth-telling and collective memory to normalise unsettled interstate diplomatic relations between two consolidated democracies. Using a sociological and historical perspective, this work is an attempt to explore a novel application of TJ, contributing to the scholarly debate by demonstrating the enormous potential of TJ to be remodelled to non-transitioning and non-conflicting contexts that have yet to address historical legacies of past atrocities.We extend our heartfelt thanks to the Vahabzadeh Foundation for financially supporting the publication of best works by young researchers of the Graduate Institute, giving a priority to those who have been awarded academic prizes for their master’s dissertations.. Subjects: "
Čas kolere,"The book discusses all five cholera epidemics that hit the central Slovenian area in 1836, 1849, 1855, 1866, and 1886. It is the first synthesis of cholera epidemics and the first presentation of the health conditions in the 19th-century Carniola.Largely drawing on original archival materials, the book also provides Slovenian historiography with new and original knowledge, and substantially places itself side by side other European and American historiographical research dealing with the phenomenon of cholera epidemics in health, social, cultural and political context.",,"ZRC SAZU, Založba ZRC",https://directory.doabooks.org/handle/20.500.12854/79949,10.3986/9789612540111,slv,"Title: Čas kolere. Abstract: The book discusses all five cholera epidemics that hit the central Slovenian area in 1836, 1849, 1855, 1866, and 1886. It is the first synthesis of cholera epidemics and the first presentation of the health conditions in the 19th-century Carniola.Largely drawing on original archival materials, the book also provides Slovenian historiography with new and original knowledge, and substantially places itself side by side other European and American historiographical research dealing with the phenomenon of cholera epidemics in health, social, cultural and political context.. Subjects: "
Připravenost studenta učitelství: sebehodnocení v jádrových dovednostech výuky,,,Masaryk University Press,https://directory.doabooks.org/handle/20.500.12854/97994,,cze,Title: Připravenost studenta učitelství: sebehodnocení v jádrových dovednostech výuky. Abstract: . Subjects: 
Advanced Processing Technologies of Innovative Materials,"Today, newly developed materials synthesized by the most advanced technologies require additional deep research into their exploitation properties across various applications. The latest progressive technology approaches must be adapted to industrial realities in order to transition to the sixth technological paradigm. The fundamental issues of synthesizing and processing multicomponent objects, structures, and composites; the creation of new classes of materials and nanocrystalline alloys; advanced technologies of surface treatment and multilayer coatings; and the question of developing new approaches to searching for technology solutions using the last achievements in the information sphere of competencies remain especially in demand. This Special Issue is devoted to the latest achievements in the fields of technologies of production and the synthesis of innovative 0D-2D, nano-, and functionally graded objects; nanocomposites, nanoporous structures (aerogels), and coatings; new processing methods and technologies based on plasma and laser treatment and electrophysical and chemical processing and synthesis, and methods for research into their exploitation properties; the development of digital models and machine learning approaches for the needs of industry.",,MDPI - Multidisciplinary Digital Publishing Institute,https://directory.doabooks.org/handle/20.500.12854/165199,10.3390/books978-3-7258-3003-9,eng,"Title: Advanced Processing Technologies of Innovative Materials. Abstract: Today, newly developed materials synthesized by the most advanced technologies require additional deep research into their exploitation properties across various applications. The latest progressive technology approaches must be adapted to industrial realities in order to transition to the sixth technological paradigm. The fundamental issues of synthesizing and processing multicomponent objects, structures, and composites; the creation of new classes of materials and nanocrystalline alloys; advanced technologies of surface treatment and multilayer coatings; and the question of developing new approaches to searching for technology solutions using the last achievements in the information sphere of competencies remain especially in demand. This Special Issue is devoted to the latest achievements in the fields of technologies of production and the synthesis of innovative 0D-2D, nano-, and functionally graded objects; nanocomposites, nanoporous structures (aerogels), and coatings; new processing methods and technologies based on plasma and laser treatment and electrophysical and chemical processing and synthesis, and methods for research into their exploitation properties; the development of digital models and machine learning approaches for the needs of industry.. Subjects: "
Cause végétale,"Is the “plant cause” an overlooked aspect of the agroecological and food transition? Are the plant cause and the peasant cause two sides of the same coin? This book argues that this question—which has yet to be fully explored—is central both to recognizing plants as relational beings and to adopting practices that are now essential for building solutions “with” nature. Through the affirmation of an ethics of living labor, it highlights the chains of interdependence and sociality based on cooperation between humans and non-humans in productive activities. Emerging from the PlantCoopLab (Plant Cooperation Laboratory) project, this book is based on five years of collective research. It draws on an interdisciplinary approach in the humanities and social sciences on the one hand, and a transdisciplinary approach on the other, developed in collaboration with plant workers, farmers, and foragers. The contributions draw on anthropological, ethical, political, and sociological approaches that enable a rethinking of the role of these professions in agriculture that respects living beings. The book is intended for researchers and academics, as well as civil society actors, professionals, and decision-makers in the agriculture, food, and environmental sectors.",,éditions Quae,https://directory.doabooks.org/handle/20.500.12854/176623,10.35690/978-2-7592-4285-6,fre,"Title: Cause végétale. Abstract: Is the “plant cause” an overlooked aspect of the agroecological and food transition? Are the plant cause and the peasant cause two sides of the same coin? This book argues that this question—which has yet to be fully explored—is central both to recognizing plants as relational beings and to adopting practices that are now essential for building solutions “with” nature. Through the affirmation of an ethics of living labor, it highlights the chains of interdependence and sociality based on cooperation between humans and non-humans in productive activities. Emerging from the PlantCoopLab (Plant Cooperation Laboratory) project, this book is based on five years of collective research. It draws on an interdisciplinary approach in the humanities and social sciences on the one hand, and a transdisciplinary approach on the other, developed in collaboration with plant workers, farmers, and foragers. The contributions draw on anthropological, ethical, political, and sociological approaches that enable a rethinking of the role of these professions in agriculture that respects living beings. The book is intended for researchers and academics, as well as civil society actors, professionals, and decision-makers in the agriculture, food, and environmental sectors.. Subjects: "
Food security in South Africa,"Ensuring that every man, woman and child has access to adequate food at all times is one of the basic social and political goals of democratic South Africa, a right which is guaranteed in the country’s Constitution as in international law. Yet food insecurity remains widespread and persistent, at levels much higher than in countries with similar levels of per capita GDP. What in South Africa’s policies, institutions and ideas is creating the paradox of strong commitments and weak outcomes? Examining the channels by which households acquire food – through production, exchange and social transfers – the chapters of this book highlight many gaps in policy response. They argue that access to food cannot be achieved solely through cash transfers or increasing national production. Rather, what is needed is a much broader set of policies, a coordinated strategy involving diverse sectors, and the mobilisation of civil society to claim this right. This book makes a timely contribution to the debates, alternatives and issues around food insecurity from a human rights perspective.",,UCT Press,https://directory.doabooks.org/handle/20.500.12854/134150,10.58331/UCTPRESS.56,eng,"Title: Food security in South Africa. Abstract: Ensuring that every man, woman and child has access to adequate food at all times is one of the basic social and political goals of democratic South Africa, a right which is guaranteed in the country’s Constitution as in international law. Yet food insecurity remains widespread and persistent, at levels much higher than in countries with similar levels of per capita GDP. What in South Africa’s policies, institutions and ideas is creating the paradox of strong commitments and weak outcomes? Examining the channels by which households acquire food – through production, exchange and social transfers – the chapters of this book highlight many gaps in policy response. They argue that access to food cannot be achieved solely through cash transfers or increasing national production. Rather, what is needed is a much broader set of policies, a coordinated strategy involving diverse sectors, and the mobilisation of civil society to claim this right. This book makes a timely contribution to the debates, alternatives and issues around food insecurity from a human rights perspective.. Subjects: "
Manhua Modernity,"From fashion sketches of Shanghai dandies in the 1920s, to phantasmagoric imagery of war in the 1930s and 1940s, to panoramic pictures of anti-American propaganda rallies in the 1950s, the cartoon-style art known as manhua helped define China’s modern experience. Manhua Modernity offers a richly illustrated and deeply contextualized analysis of these illustrations from the lively pages of popular pictorial magazines that entertained, informed, and mobilized a nation through a half century of political and cultural transformation. “An innovative reconceptualization of manhua. John Crespi’s meticulous study shows the many benefits of interpreting Chinese comics and other illustrations not simply as image genres but rather as part of a larger print culture institution. A must-read for anyone interested in modern Chinese visual culture.” CHRISTOPHER REA, author of The Age of Irreverence: A New History of Laughter in China “A rich media-centered reading of Chinese comics from the mid-1920s through the 1950s, Manhua Modernity shifts the emphasis away from ideological interpretation and demonstrates that the pictorial turn requires examinations of manhua in its heterogenous, expansive, spontaneous, and interactive ways of engaging its audience’s varied experiences of fast-changing everyday life.” YINGJIN ZHANG, author of Cinema, Space, and Polylocality in a Globalizing China",,University of California Press,https://directory.doabooks.org/handle/20.500.12854/37058,10.1525/luminos.97,eng,"Title: Manhua Modernity. Abstract: From fashion sketches of Shanghai dandies in the 1920s, to phantasmagoric imagery of war in the 1930s and 1940s, to panoramic pictures of anti-American propaganda rallies in the 1950s, the cartoon-style art known as manhua helped define China’s modern experience. Manhua Modernity offers a richly illustrated and deeply contextualized analysis of these illustrations from the lively pages of popular pictorial magazines that entertained, informed, and mobilized a nation through a half century of political and cultural transformation. “An innovative reconceptualization of manhua. John Crespi’s meticulous study shows the many benefits of interpreting Chinese comics and other illustrations not simply as image genres but rather as part of a larger print culture institution. A must-read for anyone interested in modern Chinese visual culture.” CHRISTOPHER REA, author of The Age of Irreverence: A New History of Laughter in China “A rich media-centered reading of Chinese comics from the mid-1920s through the 1950s, Manhua Modernity shifts the emphasis away from ideological interpretation and demonstrates that the pictorial turn requires examinations of manhua in its heterogenous, expansive, spontaneous, and interactive ways of engaging its audience’s varied experiences of fast-changing everyday life.” YINGJIN ZHANG, author of Cinema, Space, and Polylocality in a Globalizing China. Subjects: "
Les enfants de l'ombre,"On a pu penser que de la fondation de la première colonie agricole pénitentiaire à Mettray, en 1839, à la Libération, les mineurs délinquants étaient détenus dans ces rurales « maisons de correction » qui leurs étaient spécifiquement réservées. À la Libération, l’ordonnance du 2 février 1945 relative à l’enfance délinquante aurait permis de remplacer ces « bagnes d’enfants » par des structures véritablement éducatives gérées par l’éducation surveillée, cette nouvelle direction du ministère de...",,Presses universitaires de Rennes,https://directory.doabooks.org/handle/20.500.12854/46397,,fre,"Title: Les enfants de l'ombre. Abstract: On a pu penser que de la fondation de la première colonie agricole pénitentiaire à Mettray, en 1839, à la Libération, les mineurs délinquants étaient détenus dans ces rurales « maisons de correction » qui leurs étaient spécifiquement réservées. À la Libération, l’ordonnance du 2 février 1945 relative à l’enfance délinquante aurait permis de remplacer ces « bagnes d’enfants » par des structures véritablement éducatives gérées par l’éducation surveillée, cette nouvelle direction du ministère de.... Subjects: "
